source,shared_from,date,text,reactions,likes,ahah,love,wow,sigh,grrr,comments,post_id,url
Cộng Đồng Battlegrounds Việt Nam,,2019-07-18 13:00:00,Nhớ lại cái mất ngủ luôn :v #Bu,"1,2K",784,392,3,1,40,,151 bình luậ,2392521227652112,/story.php?story_fbid=2392521227652112&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-18 12:00:00,Ẩn thân cực mạnh #Punch,790,429,331,2,24,4,,144 bình luậ,2392436684327233,/story.php?story_fbid=2392436684327233&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-18 11:29:58,Game thật quá đáng 😤 #Bu,"9,3K","5,1K","3,1K",21,44,1K,31,1.638 bình luậ,2392902680947300,/story.php?story_fbid=2392902680947300&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-18 11:00:00,"Bạn tốt của tôi, đội ơn bạn #Bu","1,9K","1,3K",532,54,4,11,,267 bình luậ,2392520214318880,/story.php?story_fbid=2392520214318880&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-18 10:00:00,Miễn là có em bên cạnh ❤️ #Bu,"1,8K","1,3K",389,64,7,26,3,325 bình luậ,2392518804319021,/story.php?story_fbid=2392518804319021&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-17 21:00:01,"Xa tận chân trời, gần ngay trước mắt #Bu","2,7K","1,9K",796,44,11,35,1,508 bình luậ,2391799537724281,/story.php?story_fbid=2391799537724281&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-17 20:00:00,Lấy trứng chọi đá :v #Bu,"1,8K","1,1K",616,2,3,57,,225 bình luậ,2391798807724354,/story.php?story_fbid=2391798807724354&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-17 19:30:00,Bóng dáng ai đây =)) #Punch,"4,9K","3,1K","1,5K",19,21,263,1,666 bình luậ,2392271357677099,/story.php?story_fbid=2392271357677099&id=1923466774557562
"Cộng Đồng Battlegrounds Việt Nam,BLV Linh San",BLV Linh San,2019-07-17 16:57:43,Bình Luận Giải Đấu LPL Tiếng Việt kèo đấu: LNG và OMGLàm tí game trước trận LNG không ae =)) Để lại ig mình mời nha ♥,50,42,6,1,,1,,7 bình luậ,2392413747662860,/story.php?story_fbid=2392413747662860&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-17 19:00:04,Bán cho con một anh tấu hài cực mạnh để chạy bo cùng,"1,8K","1,4K",380,34,1,14,2,226 bình luậ,2392394947664740,/story.php?story_fbid=2392394947664740&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-17 18:30:00,Lag à?? #Punch,11K,"6,6K","4,6K",59,71,318,17,1.008 bình luậ,2392268364344065,/story.php?story_fbid=2392268364344065&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-17 18:00:01,Cô gái ấy còn bên bạn không? #Bu,"4,5K","3,8K",488,43,10,133,3,882 bình luậ,2391797991057769,/story.php?story_fbid=2391797991057769&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-17 17:30:00,Thích nhây không #Punch,"1,7K",793,860,5,3,44,,149 bình luậ,2392264721011096,/story.php?story_fbid=2392264721011096&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-17 17:11:24,Chạy xong trận bo thành người tối cổ ?? : D #Punch,"3,5K","2,7K",738,8,25,107,3,481 bình luậ,2392328531004715,/story.php?story_fbid=2392328531004715&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-17 17:00:01,Và thằng bạn kêu ra bắn nhau :v #Bu,"2,6K","1,6K",872,7,,123,,258 bình luậ,2391797394391162,/story.php?story_fbid=2391797394391162&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-17 16:58:57,Lại tối cổ rồi :v vụ gì đấy anh em #Punch,950,641,284,2,2,21,,156 bình luậ,2392321684338733,/story.php?story_fbid=2392321684338733&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-17 15:00:00,Bận yêu game rồi :))   #Bu,"2,1K","1,3K",623,73,5,13,1,342 bình luậ,2391796844391217,/story.php?story_fbid=2391796844391217&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-17 12:00:01,Anh em sẵn sàng cho Royale Pass 8 chưa? #Bu,"1,8K","1,2K",527,7,2,59,,228 bình luậ,2391794367724798,/story.php?story_fbid=2391794367724798&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-17 11:00:00,Ngôi nhà Doraemon huyền thoại #Bu,"4,5K","3,1K","1,2K",17,8,68,,346 bình luậ,2391793237724911,/story.php?story_fbid=2391793237724911&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-17 10:00:00,Anh em bị reset về rank nào rồi? #Bu,"6,2K","4,1K","1,5K",22,9,497,,881 bình luậ,2391791704391731,/story.php?story_fbid=2391791704391731&id=1923466774557562
"Cộng Đồng Battlegrounds Việt Nam,Đâu Phải PUBG",Đâu Phải PUBG,2019-07-16 09:44:51,Là gì nhỉ? 🥺mình vẫn chưa có đc may mắn :( #CK,673,481,81,36,2,73,,124 bình luậ,2391768067727428,/story.php?story_fbid=2391768067727428&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-16 21:00:00,Mãi là anh em #Bu,"4,8K","3,3K","1,3K",101,17,31,,618 bình luậ,2391035357800699,/story.php?story_fbid=2391035357800699&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-16 20:19:21,Cô đơn riết quen rồi :) #Bu,"2,2K","1,7K",299,12,4,198,1,540 bình luậ,2391622461075322,/story.php?story_fbid=2391622461075322&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-16 19:30:00,Anh em thường bắn bằng gì :v #Punch,467,303,140,15,7,2,,109 bình luậ,2391554817748753,/story.php?story_fbid=2391554817748753&id=1923466774557562
"Cộng Đồng Battlegrounds Việt Nam,Thiên Thần Nóng Bỏng",Thiên Thần Nóng Bỏng,2019-07-16 18:30:15,Vào hát cùng bé nhé mọi ngườiHey~~~Tâm sự hông? Nghe hát hông nà 🤤🤤😍😍,102,80,16,1,1,4,,10 bình luậ,2391652367738998,/story.php?story_fbid=2391652367738998&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-16 18:30:00,Bảo bao nhiêu lần rồi đừng có hút game trước khi chơi cần  #Punch,"1,1K",532,585,1,5,48,,186 bình luậ,2391552621082306,/story.php?story_fbid=2391552621082306&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-16 18:00:01,Buồn thật sự #Bu,"2,3K","1,7K",471,5,6,176,4,218 bình luậ,2391621727742062,/story.php?story_fbid=2391621727742062&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-16 17:00:01,Tôi thấy hình bóng mình đâu đây :)) #Bu,"4,4K","2,6K","1,6K",13,3,108,1,624 bình luậ,2391031781134390,/story.php?story_fbid=2391031781134390&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-16 16:30:00,Hơn nhau mỗi thế =)) #Punch,965,597,336,6,8,18,,100 bình luậ,2391548317749403,/story.php?story_fbid=2391548317749403&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-16 15:30:00,Chấp cả bác bảo vệ nhé #Punch,"6,8K","3,8K","2,8K",57,18,130,6,422 bình luậ,2391477387756496,/story.php?story_fbid=2391477387756496&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-16 15:00:03,Thật sự nể :v #Bu,"1,3K",898,412,3,2,32,,243 bình luậ,2391030531134515,/story.php?story_fbid=2391030531134515&id=1923466774557562
"Cộng Đồng Battlegrounds Việt Nam,Giáo Sư PUBG",Giáo Sư PUBG,2019-07-16 09:45:59,Game đám cưới hở :))Game sinh tồn hay game đám cưới vậy mấy má :))  Nguồn: Chết ngoài bo,"2,1K","1,2K",737,13,9,72,4,357 bình luậ,2391531621084406,/story.php?story_fbid=2391531621084406&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-16 14:00:00,Nêu cảm nghĩ của bạn về giao diện rank mới này #Bu,"3,3K","2,8K",380,105,33,38,4,523 bình luậ,2391506357753599,/story.php?story_fbid=2391506357753599&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-16 12:00:00,Top 1 trong tầm tay  #Bu,"1,9K","1,3K",518,4,1,27,,251 bình luậ,2391029384467963,/story.php?story_fbid=2391029384467963&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-16 11:00:00,Hừmmm 🤔 #Bu,"1,5K",1K,506,3,4,50,,259 bình luậ,2391028187801416,/story.php?story_fbid=2391028187801416&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-16 10:00:01,"Góc tư vấn: Cần lắm một cái tên ngầu ngầu cho bạn trẻ, nhờ anh em cả #Bu","2,4K","1,8K",540,5,1,38,,564 bình luậ,2391027011134867,/story.php?story_fbid=2391027011134867&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-16 09:04:49,Trừ điểm sương sương tí thôi 🤣 #Bu,"4,5K","2,5K","1,4K",10,43,462,9,614 bình luậ,2391365797767655,/story.php?story_fbid=2391365797767655&id=1923466774557562
"Cộng Đồng Battlegrounds Việt Nam,Đâu Phải PUBG",Đâu Phải PUBG,2019-07-15 09:33:41,Cần lắm một bờ vai 🙂cần 1 bờ vai để nương tựa :( #CK,608,348,101,4,3,149,3,184 bình luậ,2391060034464898,/story.php?story_fbid=2391060034464898&id=1923466774557562
"Cộng Đồng Battlegrounds Việt Nam,Giáo Sư PUBG",Giáo Sư PUBG,2019-07-14 16:12:52,Vê ét ét :3Các giáo sư đâu rồi :)),"1,8K","1,4K",375,23,2,4,,1.179 bình luậ,2391035854467316,/story.php?story_fbid=2391035854467316&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-15 21:00:01,Ảo giác cực mạnh #Bu,"1,8K","1,1K",655,4,4,71,,290 bình luậ,2390283571209211,/story.php?story_fbid=2390283571209211&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-15 20:00:00,Sự khác biệt :)) #Bu,"3,3K","2,1K",1K,9,4,99,2,245 bình luậ,2390285161209052,/story.php?story_fbid=2390285161209052&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-15 19:30:00,Tôi mỗi khi vào một trận game: #Punch,"6,1K","3,1K","2,1K",24,10,824,5,984 bình luậ,2390834521154116,/story.php?story_fbid=2390834521154116&id=1923466774557562
"Cộng Đồng Battlegrounds Việt Nam,Đâu Phải PUBG",Đâu Phải PUBG,2019-07-15 09:32:35,"=)) Tag cái đứa đấy vào đây cho nó tự nhụcxuống là chết, và mồm to vãi cả lìn :(((( #CK",363,190,133,,1,39,,168 bình luậ,2390879031149665,/story.php?story_fbid=2390879031149665&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-15 18:00:01,Khai thật xem nào :3 #Bu,"1,8K","1,3K",406,6,3,33,,543 bình luậ,2390282187876016,/story.php?story_fbid=2390282187876016&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-15 17:00:00,Buồn của tôi #Bu,"1,5K","1,1K",315,5,1,137,1,331 bình luậ,2390281651209403,/story.php?story_fbid=2390281651209403&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-15 16:30:00,Gia đình xin thương tiếc báo tin #Punch,19K,"8,6K","9,6K",72,22,648,6,2.407 bình luậ,2390802234490678,/story.php?story_fbid=2390802234490678&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-15 15:02:27,Điểm danh những anh em đang bị trừ điểm do lỗi game nào. 😂 #Bu,"7,5K","5,3K","1,5K",22,31,536,19,1.772 bình luậ,2390766041160964,/story.php?story_fbid=2390766041160964&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-15 14:00:01,Chắc tính chia ra clear map cho nhanh :v #Bu,"3,2K","1,8K","1,2K",13,4,137,2,459 bình luậ,2390725981164970,/story.php?story_fbid=2390725981164970&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-15 12:00:01,Cuối cùng cơ hội của mình đã tới #Bu,"3,5K",2K,"1,3K",18,3,60,,507 bình luậ,2390280164542885,/story.php?story_fbid=2390280164542885&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-15 11:00:00,Chuẩn :)) #Bu,"2,7K","1,6K",901,12,5,89,1,388 bình luậ,2390279464542955,/story.php?story_fbid=2390279464542955&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-15 10:00:00,"Tạm biệt Season 7, chào đón Season 8! #Bu","4,8K","3,3K",975,26,11,426,1,596 bình luậ,2390278741209694,/story.php?story_fbid=2390278741209694&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-14 21:00:01,Nhớ nhé 👌 #Bu,"5,8K","4,5K",1K,85,10,137,3,983 bình luậ,2389934667910768,/story.php?story_fbid=2389934667910768&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-14 19:33:46,Bán cho con một cục tạ dễ thương để chạy bo cùng,6K,"4,6K","1,1K",164,9,56,,813 bình luậ,2390148951222673,/story.php?story_fbid=2390148951222673&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-14 18:30:00,Nhìn là biết đẹp trai rồi ToT #Punch,"5,7K","4,2K",1K,443,19,38,3,466 bình luậ,2389352987968936,/story.php?story_fbid=2389352987968936&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-14 18:00:00,Tag vào xem nào #Bu,"2,7K",2K,660,8,2,52,2,852 bình luậ,2389933811244187,/story.php?story_fbid=2389933811244187&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-14 17:00:00,Best team squad :)) #BuĐội hình tuyệt vời nhất :)) #Bu,"1,9K","1,2K",642,14,6,9,,279 bình luậ,2389931824577719,/story.php?story_fbid=2389931824577719&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-14 15:00:01,Chắc nhanh out game ra làm trận mới cho rồi  #Bu,"3,5K","2,3K",962,6,3,215,1,819 bình luậ,2389932331244335,/story.php?story_fbid=2389932331244335&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-14 14:00:00,Nghe nói set đồ này đang hot? Kiểu này chắc vừa túm váy vừa chay bo :)) #Bu,19K,12K,"6,3K",367,815,134,1,4.020 bình luậ,2389949507909284,/story.php?story_fbid=2389949507909284&id=1923466774557562
"Cộng Đồng Battlegrounds Việt Nam,Đâu Phải PUBG",Đâu Phải PUBG,2019-07-13 09:16:50,Kẹt xe lắmnó lại đúng vãi l*n =)) #CK,"1,1K",533,627,6,3,28,,167 bình luậ,2389917974579104,/story.php?story_fbid=2389917974579104&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-14 11:00:01,Cách giúp bạn không còn cảm thấy cô đơn  #Bu,"3,7K","2,3K","1,1K",26,8,103,3,512 bình luậ,2389559774614924,/story.php?story_fbid=2389559774614924&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-14 10:00:00,Hợp lý :)) #Bu,"1,9K","1,1K",713,4,9,44,,339 bình luậ,2389559304614971,/story.php?story_fbid=2389559304614971&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-14 07:08:09,Cả nhà có điểm chưaaa?  #Bu,634,476,142,2,,14,,133 bình luậ,2389769714593930,/story.php?story_fbid=2389769714593930&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-14 01:30:00,Nhảy đâu đây anh em =))) #Punch,11K,7K,"4,3K",110,189,55,6,735 bình luậ,2389332734637628,/story.php?story_fbid=2389332734637628&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-13 21:00:00,Quan trọng giờ tìm ra được em để giữ cái đã :v #Bu,"2,2K","1,7K",510,23,8,37,,317 bình luậ,2388726014698300,/story.php?story_fbid=2388726014698300&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-13 20:00:00,Tấu hài là đủ :)) #Bu,"5,2K","3,8K","1,2K",51,5,27,,600 bình luậ,2388725108031724,/story.php?story_fbid=2388725108031724&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-13 19:30:00,Ám ảnh #Punch by DuckBatman,1K,535,464,5,2,41,,176 bình luậ,2389192367984998,/story.php?story_fbid=2389192367984998&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-13 18:00:01,Phải vậy không? #Bu,"3,6K","2,6K",812,64,19,44,4,780 bình luậ,2388724121365156,/story.php?story_fbid=2388724121365156&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-13 17:00:00,"Ad là LMHT, còn anh em? #Bu","1,9K","1,5K",340,13,8,7,,919 bình luậ,2389304331307135,/story.php?story_fbid=2389304331307135&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-13 16:30:00,"""Yên tâm đi tao chạy xe an toàn lắm"" :) #Punch",2K,1K,908,9,2,81,2,567 bình luậ,2389186464652255,/story.php?story_fbid=2389186464652255&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-13 15:00:00,Game là dễ :3 #Bu,2K,"1,4K",594,11,7,40,1,386 bình luậ,2388722868031948,/story.php?story_fbid=2388722868031948&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-13 14:30:00,Nghiệp nặng quá không độ được #Punch,4K,"2,1K","1,3K",20,10,558,5,674 bình luậ,2389183774652524,/story.php?story_fbid=2389183774652524&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-13 14:00:00,Đủ mua dàn PC xịn rồi :)) #Bu,"1,4K",982,482,3,1,24,,175 bình luậ,2388721914698710,/story.php?story_fbid=2388721914698710&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-13 13:00:01,Lại bảo sai :)) #Bu,"4,7K","3,2K","1,2K",16,9,143,4,931 bình luậ,2388720974698804,/story.php?story_fbid=2388720974698804&id=1923466774557562
"Cộng Đồng Battlegrounds Việt Nam,Đâu Phải PUBG",Đâu Phải PUBG,2019-07-13 09:15:39,Nhạc của sếp xâm chiếm thế giới rồi 🤣🤣nó lại đáng yêu vê lù =)) #CK,367,183,175,7,1,1,,63 bình luậ,2389172371320331,/story.php?story_fbid=2389172371320331&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-13 12:00:00,Pleaseee 🥺 #Bu,"2,7K","2,1K",454,46,6,30,,572 bình luậ,2389156151321953,/story.php?story_fbid=2389156151321953&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-13 11:00:00,Hết sức vô lý #Bu,"2,9K","1,9K",834,3,7,192,,500 bình luậ,2388720628032172,/story.php?story_fbid=2388720628032172&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-13 10:00:01,Đóng hộp gỗ trong 5s  #Bu,"1,6K","1,1K",457,10,3,62,,255 bình luậ,2388720041365564,/story.php?story_fbid=2388720041365564&id=1923466774557562
"Cộng Đồng Battlegrounds Việt Nam,Giáo Sư PUBG",Giáo Sư PUBG,2019-07-12 21:00:08,"Có đúng không ta :310 lí do khiến các nàng có thể đổ cái rầm trước một anh chàng chạy bo cùng.1. Tay to, cực kì mạnh mẽ manly, có thể bảo vệ nàng ở bất cứ map nào. 2. Giọng ấm áp, nghe là tan chảy liềnnnn 3. Mặc dù không phải y tá nhưng đôi khi cũng là một y tá xịn xò khi các nàng cần máu đó  4. Nhường các nàng những món đồ mà các nàng loot mãi không ra >""< 5. Tấu hài cực kì giỏi là điều cực kì quan trọng nha. 6. Ngoài thì lạnh lùng nhưng bên trong lại vui vẻ dễ thương. 7. Không nóng nảy mỗi khi các nàng bị knock.  8. Gọi ""Em ơi"" mỗi khi nhảy dù. 9. Nhường mạng cho các nàng. 10. Tất cả để anh lo, em chỉ cần theo anh là đủ.","1,1K",842,306,38,2,10,,273 bình luậ,2388728581364710,/story.php?story_fbid=2388728581364710&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-12 21:00:01,Cách để có một giấc ngủ ngon 😴 #Bu,"2,3K","1,6K",674,36,3,15,1,399 bình luậ,2387947508109484,/story.php?story_fbid=2387947508109484&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-12 20:00:01,Đường vào tim em ôi băng giá  #Bu,"2,2K","1,6K",454,20,5,73,,414 bình luậ,2387946258109609,/story.php?story_fbid=2387946258109609&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-12 19:30:00,Có hẳn một thằng bạn ngáo quẩy qua ngày =)) #Punch,"7,3K",5K,"1,8K",132,17,313,8,1.472 bình luậ,2388562191381349,/story.php?story_fbid=2388562191381349&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-12 19:00:02,Thế giới thần tiên nào đây?  #Punch,"5,8K","4,3K",848,161,487,11,3,619 bình luậ,2388571524713749,/story.php?story_fbid=2388571524713749&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-12 18:30:00,Top 1 mãi cũng chán #Punch,"2,2K","1,1K",1K,7,9,62,,305 bình luậ,2388539748050260,/story.php?story_fbid=2388539748050260&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-12 18:00:01,Bạn có y tá chưa nà? #Bu,3K,"2,2K",540,33,8,201,2,1.038 bình luậ,2387945728109662,/story.php?story_fbid=2387945728109662&id=1923466774557562
"Cộng Đồng Battlegrounds Việt Nam,Đâu Phải PUBG",Đâu Phải PUBG,2019-07-12 09:17:23,cảm giác ấy =))hú hồn cái l còn nguyên =)) #CK,610,283,301,1,1,23,1,134 bình luậ,2388551398049095,/story.php?story_fbid=2388551398049095&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-12 17:00:01,Đồng đội tôi :v #Bu,"3,5K","2,2K","1,1K",14,3,192,,653 bình luậ,2387944811443087,/story.php?story_fbid=2387944811443087&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-12 16:30:00,Khi cả map còn duy nhất 2 cái xe tăng :)) #Punch,"4,4K","3,2K","1,1K",53,24,4,1,240 bình luậ,2388491394721762,/story.php?story_fbid=2388491394721762&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-12 14:00:00,Chạy bo nhiều quá chai pin rồi sao? 😭 #Bu,"1,7K",1K,535,5,2,139,,344 bình luậ,2387943438109891,/story.php?story_fbid=2387943438109891&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-12 13:00:00,Nghe sướng ghê ý  #Bu,"1,9K","1,3K",515,16,3,40,1,297 bình luậ,2387942764776625,/story.php?story_fbid=2387942764776625&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-12 12:00:00,Còn lý do nào vào đây nữa =)) #Punch,"3,7K","1,6K","1,9K",11,10,133,2,773 bình luậ,2387929618111273,/story.php?story_fbid=2387929618111273&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-12 11:00:00,Nghĩ nó chán  #Bu,4K,"2,4K","1,3K",4,6,265,,764 bình luậ,2387942231443345,/story.php?story_fbid=2387942231443345&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-12 10:00:00,Ngại ghê :3 #Bu,4K,"2,6K","1,3K",27,7,45,,673 bình luậ,2387941558110079,/story.php?story_fbid=2387941558110079&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-11 21:00:01,Nhân phẩm -999  #Bu,"4,6K","2,7K",1K,31,11,793,11,1.563 bình luậ,2387905428113692,/story.php?story_fbid=2387905428113692&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-11 19:30:01,Cũng rất gì và này nọ #Punch,"8,7K","5,6K","2,8K",53,26,186,6,533 bình luậ,2387760284794873,/story.php?story_fbid=2387760284794873&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-11 18:30:00,Hack nhân phẩm hay gì =))) #Punch,10K,"5,6K","4,8K",39,17,273,,705 bình luậ,2387748048129430,/story.php?story_fbid=2387748048129430&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-11 18:00:00,Team game for fun đâuuu #Bu,"6,7K","5,3K","1,3K",70,5,23,,1.413 bình luậ,2387222168182018,/story.php?story_fbid=2387222168182018&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-11 17:00:01,It's me #BuLà tôi đây #Bu,"2,7K","2,1K",516,28,10,80,1,619 bình luậ,2387221798182055,/story.php?story_fbid=2387221798182055&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-11 16:30:00,Vì cơ duyên mà cả đời làm trâu làm ngựa =))) #Punch,"2,5K","1,3K",1K,108,4,25,2,387 bình luậ,2387725888131646,/story.php?story_fbid=2387725888131646&id=1923466774557562
"Cộng Đồng Battlegrounds Việt Nam,Đâu Phải PUBG",Đâu Phải PUBG,2019-07-11 09:30:46,Ngáo lắm rồi =))gọi thằng bạn của bạn vào đây bảo nó chơi ít thôiii =))) #CK,324,179,136,2,,7,,78 bình luậ,2387742444796657,/story.php?story_fbid=2387742444796657&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-11 15:00:01,Sợ chiếc xe này vãi hồn #Bu,"2,3K","1,4K",787,8,2,123,2,335 bình luậ,2387221421515426,/story.php?story_fbid=2387221421515426&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-11 14:00:00,Khu hội chợ trong truyền thuyết nè #Bu,"6,8K","5,3K","1,2K",50,36,162,1,1.067 bình luậ,2387686294802272,/story.php?story_fbid=2387686294802272&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-11 12:00:00,Ngộ nghĩnh ghê  #Bu,"2,5K","1,7K",619,8,6,152,2,405 bình luậ,2387220371515531,/story.php?story_fbid=2387220371515531&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-11 11:00:01,Combo điện thoại cùi + wifi ké 😭 #Bu,"1,5K",1K,318,7,3,85,1,226 bình luậ,2387219908182244,/story.php?story_fbid=2387219908182244&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-11 10:00:01,Hack lắmmm 🙁 #Bu,"4,2K","2,9K",1K,13,3,269,3,391 bình luậ,2387217991515769,/story.php?story_fbid=2387217991515769&id=1923466774557562
"Cộng Đồng Battlegrounds Việt Nam,Giáo Sư PUBG",Giáo Sư PUBG,2019-07-10 11:07:42,Nó lại hợp lý :3Các chị em đâu rùi <3,"3,1K","1,9K",1K,92,12,14,2,387 bình luậ,2387272264843675,/story.php?story_fbid=2387272264843675&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-10 21:00:01,Đúng vậy  #Bu,"3,8K","2,9K",710,63,13,16,1,430 bình luậ,2386547158249519,/story.php?story_fbid=2386547158249519&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-10 20:00:00,Cảm thấy tự hào về bản thân :3 #Bu,"3,6K","2,4K",1K,23,16,74,,521 bình luậ,2386546801582888,/story.php?story_fbid=2386546801582888&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-10 18:00:02,Chắc 99% là từng vào rồi #Bu,"3,5K","2,8K",526,17,7,79,,758 bình luậ,2386546338249601,/story.php?story_fbid=2386546338249601&id=1923466774557562
