source,shared_from,date,text,reactions,likes,ahah,love,wow,sigh,grrr,comments,post_id,url
Vietnam Championship Series - LMHT,,2019-03-22 15:37:08,"Sau hôm nay, rất có thể chúng ta sẽ biết được liệu GAM có níu thêm cơ hội vào Top 4 hay FFQ sẽ tự quyết định vị trí Top 4 của mình. Lịch thi đấu Ngày 22/3  16h00  FTV vs GAM 19h00  PVB vs FFQ #ClearMen #VCS #Unbeatable",388,377,7,3,,1,,5 bình luậ,3208676639144290,/story.php?story_fbid=3208676639144290&id=837317842946860
Vietnam Championship Series - LMHT,,2019-03-21 16:08:15,Cơ hội nào cho CES đang bất ổn trước một SGD đang rất thăng hoa. Đội hình ra quân ván 1:  ⚔️Cerberus Esports: yT - Sorn - Pot - EasyLove - Shaoran ⚔️SkyGaming DakLak: Artemis - Kaiz - Optimus - Slayder - Hinn 🔥Link Theo Dõi: https://youtu.be/EBZfn92PODY #ClearMen #VCS #Unbatable,173,172,,1,,,,1 bình luậ,3206589449353009,/story.php?story_fbid=3206589449353009&id=837317842946860
Vietnam Championship Series - LMHT,,2019-03-20 16:11:22,#VCSB Mùa Xuân 2019 đã bắt đầu cho đăng ký!  Các bạn hãy đọc thông tin tại bài viết nhé --> http://bit.ly/VCSBXuan2019,374,357,12,5,,,,33 bình luậ,3204453912899896,/story.php?story_fbid=3204453912899896&id=837317842946860
Vietnam Championship Series - LMHT,,2019-03-19 14:38:30,"Thông báo kết quả trúng thưởng Tuần 7 chương trình “Dự đoán VCS 2019 cùng ClearMen” 🏆 10 bộ giải thưởng bao gồm: 1 bộ tặng phẩm từ ClearMen + 5 Rương Tuyệt Phẩm & Chìa Khóa 👥 Danh sách ở ảnh bên dưới nha! Các bạn trúng thưởng vui lòng nhắn tin cho chúng tôi tại Page VCS này nhé, phần thưởng Ingame của các bạn đã được trao hôm qua rồi ạ, các bạn vô game check giùm mình nhé! ⚡️Bên cạnh đó tuần dự đoán tiếp theo (Tuần 8) đang diễn ra tại: http://bit.ly/dựđoánClearMen. Sau khi dự đoán tất cả trận đấu của tuần nào thì nhớ KHÓA DỰ ĐOÁN và CHIA SẺ để được tính điểm nhé 🔥🔥Chú ý: Khi chia sẻ kết quả dự đoán trên Facebook ở chế độ Công khai với đủ 3 hashtag #VCS #ClearMen #Unbeatable bạn sẽ có cơ hội nhận được phần thưởng từ Ban Tổ Chức (mặc định cơ chế share là chỉ có hashtag #ClearMen nên anh em chú ý thêm 2 hashtag còn lại vào nha). Nhắc lại: các tài khoản 41237135; 455198380 và 412372039 các bạn chưa có nhân vật game LoL nên chưa trao được nha.",51,50,,1,,,,3 bình luậ,3202270469784907,/story.php?story_fbid=3202270469784907&id=837317842946860
Vietnam Championship Series - LMHT,,2019-03-17 21:43:29,"Cherry Esports một lần nữa đã thành công ""gạt giò"" Cerberus với tỷ số 2-0. Trong khi đó việc FTV đổi đội hình thi đấu chỉ giúp họ có được 1 ván thắng trước FFQ #ClearMen #VCS #Unbeatable",252,238,9,2,,2,1,11 bình luậ,3198740363471251,/story.php?story_fbid=3198740363471251&id=837317842946860
Vietnam Championship Series - LMHT,,2019-03-17 15:45:41,"Trận đấu đầu tiên là cơ hội để Ceberus có thể phục thù Cherry Esports hay Cherry Esports  lại 1 lần nữa ""gạt giò"" Ceberus thành công khi họ là cái tên duy nhất để thua CR ở mùa giải. Bên cạnh đó ở trận đấu thứ 2 giữa FFQ và FTV, liệu FFQ có tự vực dậy chính mình trước thềm Playoffs sắp tới. 1 chiến thắng 2-0 sẽ rất cần thiết lúc này cho bản thân họ. Lịch thi đấu: 16h00 - CR vs CES | 19h00 - FFQ vs. FTV #ClearMen #VCS #Unbeatable",160,156,,1,,3,,6 bình luậ,3198207633524524,/story.php?story_fbid=3198207633524524&id=837317842946860
Vietnam Championship Series - LMHT,,2019-03-16 15:59:52,Trận đấu đầu tiên ngày hôm nay vào ít phút nữa đây có thể nói quyết định số phận của GAM liệu có cơ hội vào Top 4 hay không? Trong khi đó EVOS thì họ sẽ thoải mái hơn nhiều vì đang hơn GAM đến 2 trận thắng. 🔥🔥Link theo dõi: https://youtu.be/RbeBBvwgaeI,250,249,,1,,,,2 bình luậ,3196104647068156,/story.php?story_fbid=3196104647068156&id=837317842946860
Vietnam Championship Series - LMHT,,2019-03-15 23:33:46,"Mặc dù có chút khó khăn ở ván đấu thứ 2 nhưng PVB vẫn hạ gục CR với tỷ số 2-0. Bên cạnh đó, với sự xuất sắc của các thành viên EVOS đang ngày một gắn kết, họ đã đánh bại FTV cũng với tỷ số 2-0. #ClearMen #VCS #Unbeatable",56,54,,2,,,,2 bình luậ,3194701993875088,/story.php?story_fbid=3194701993875088&id=837317842946860
Vietnam Championship Series - LMHT,,2019-03-15 15:46:44,"Ngày thi đấu có thể nói là nhẹ nhõm cho cả 2 đội nhóm trên, liệu có bất ngờ nào xảy ra hay không? Link theo dõi:https://youtu.be/QMg6S03ttBw Lịch thi đấu: ⚔️16h00 PVB vs CR ⚔️19h00 FTV vs EVS #ClearMen #VCS #Unbeatable",174,172,2,,,,,5 bình luậ,3193950613950226,/story.php?story_fbid=3193950613950226&id=837317842946860
Vietnam Championship Series - LMHT,,2019-03-15 02:53:55,Ngày thi đấu với rất nhiều cảm xúc khi cả 4 đội tuyển đều cống hiến cho khán giả những trận đấu hay và cân não.  Điểm nhấn trong cặp thi đấu thứ nhất là Nidalee trong tay Sorn thì trong cặp thứ 2 đó chính là con bài vô cùng quen thuộc - Ái nữ Hư Không Kai'Sa trong tay siêu xạ thủ Slayder. #ClearMen #VCS #Unbeatable,172,165,3,3,,1,,18 bình luậ,3192830304062257,/story.php?story_fbid=3192830304062257&id=837317842946860
Vietnam Championship Series - LMHT,,2019-03-14 15:53:32,"14.03, tâm điểm của tuần thi đấu thứ 7 VCS Xuân 2019.  Ngày hôm nay, họ phải tự quyết định số phận đội tuyển mình với chính các đội tuyển đang cạnh tranh trực tiếp. Link theo dõi:https://youtu.be/KQuRu1Xku8o Lịch thi đấu:  ⚔️16h00:  CES vs GAM ⚔️19h00: FFQ vs. SGD ""May the best man win"" #ClearMen #VCS #Unbeatable",262,252,2,7,1,,,13 bình luậ,3191779707500650,/story.php?story_fbid=3191779707500650&id=837317842946860
Vietnam Championship Series - LMHT,,2019-03-13 22:23:24,Noway uy tín quá (y) #VCS #ClearMen #Unbeatable,332,298,30,4,,,,13 bình luậ,2408530662525255,/story.php?story_fbid=2408530662525255&id=837317842946860
Vietnam Championship Series - LMHT,,2019-03-11 15:50:15,"Thông báo dự đoán VCS 2019 cùng ClearMen Tuần 7 sẽ chính thức bắt đầu vào lúc 17h00 Ngày 11/03/2019. Anh em nào đã dự đoán trước vui lòng dự đoán lại nha. Tham gia ngay tại ➡ http://bit.ly/dudoanVCS Sau khi dự đoán tất cả trận đấu của tuần nào thì nhớ KHÓA DỰ ĐOÁN và CHIA SẺ để được tính điểm nhé 💻 Chú ý: Khi chia sẻ kết quả dự đoán trên Facebook ở chế độ Công khai với đủ 3 hashtag #VCS #ClearMen #Unbeatable bạn sẽ có cơ hội nhận được phần thưởng từ Ban Tổ Chức. * Danh sách các bạn trúng thưởng tuần 6 vừa rồi sẽ được trao quà ingame sớm nhất, và các bạn vui lòng liên hệ Page gửi thông tin giúp mình nhé.",78,75,2,1,,,,Bình luậ,3185857421426212,/story.php?story_fbid=3185857421426212&id=837317842946860
Vietnam Championship Series - LMHT,,2019-03-10 22:08:29,"Trận đấu đầu tiên không mấy khó khăn đối với đội tuyển FFQ khi họ đánh bại CR sau 2 ván thi đấu. Bên mặt trận khác, CES đã đưa 1 con bài mới lạ ở vị trí đường giữa ở ván đấu quan trọng thứ 3 là Zed đã không thật sự thành công khi mà Dia1 đã có 1 ngày thi đấu rất xuất sắc. #VCS #ClearMen #Unbeatable",252,248,,4,,,,18 bình luậ,3184527298225891,/story.php?story_fbid=3184527298225891&id=837317842946860
Vietnam Championship Series - LMHT,,2019-03-10 15:38:39,"Chiến thắng có thể nói là rất cần thiết cho cả 2 đội tuyển FFQ và CR để vực dậy tinh thần cho cả đội sau những trận thua liên tiếp. ⚔️16h00: FFQ vs CR 🔥19h00: EVS vs CES Và đừng quên trận thi đấu giữa EVS vs CES vào lúc 19h00 chứng là thuốc thử mạnh nhất cho danh hiệu AD mới - AD ""quất hết"" của EVS Noway. #ClearMen #VCS #Unbeatable",287,283,,2,1,1,,11 bình luậ,3183977624947525,/story.php?story_fbid=3183977624947525&id=837317842946860
Vietnam Championship Series - LMHT,,2019-03-09 23:05:35,Mình sẽ post ảnh cập nhật Bảng Xếp Hạng mỗi ngày để anh em tiện theo dõi giải đấu nha. BXH Tuần 6 - Ngày 3 #ClearMen #VCS #Unbeatable,1K,979,38,17,3,8,1,50 bình luậ,3182713608407260,/story.php?story_fbid=3182713608407260&id=837317842946860
Vietnam Championship Series - LMHT,,2019-03-09 22:00:13,"GAM Esports đã làm nên một cơn địa chấn cực lớn khi họ vừa đánh bại đội tuyển có thể nói mạnh nhất VCS 2019 ở thời điểm hiện tại - Phong Vũ Buffalo. Với chiến thắng này, GAM chính thức vươn lên Top 4 BXH, đứng trên 2 đội tuyển đang cạnh tranh gay gắt là CES và FFQ. Bên cạnh đó, SGD tiếp tục có một chiến thắng hoàn hảo 2-0 trước FTV. #ClearMen #VCS #Unbeatable",384,365,7,11,1,,,18 bình luậ,3182601865085101,/story.php?story_fbid=3182601865085101&id=837317842946860
Vietnam Championship Series - LMHT,,2019-03-09 15:54:48,"Trong cặp đấu đầu tiên ngày hôm nay với FTV, liệu SGD sẽ tiếp tục thử nghiệm các nhân tố mới trong đội hình hay Optimus và Slayder sẽ thi đấu tất cả các ván để đảm bảo chiến thắng. Bên cạnh đó để có thể tiến lên Top 4, GAM cần phải vượt qua 1 cái tên đang rất mạnh mẽ và có thể nói là ""vô đối"" đấu trường VCS - Phong Vũ Buffalo. 👍👍Theo dõi tại: https://youtu.be/lPcRHI0eOW4 #ClearMen #VCS #Unbeatable",438,432,4,1,,1,,13 bình luậ,3182108681801086,/story.php?story_fbid=3182108681801086&id=837317842946860
Vietnam Championship Series - LMHT,,2019-03-08 22:10:35,"Ở cặp trận đấu thứ nhất, đội tuyển CR chỉ có thể làm khó được SGD ở ván thứ 2 khi đội trưởng SGD Optimus nhường chỗ cho thành viên mới. Và GAM với lối đánh chắc chắn của mình đã chiến thắng FFQ với tỷ số 2-1, mang về cơ hội rất lớn cho đội tuyển để có thể góp mặt ở vị trí Top 4. #ClearMen #VCS #Unbeatable",265,244,17,1,,3,,19 bình luậ,3180658891946065,/story.php?story_fbid=3180658891946065&id=837317842946860
Vietnam Championship Series - LMHT,,2019-03-08 15:42:10,"Chỉ thắng được 1 trận trong tổng số 8 trận thi đấu, CR trong trận đấu lúc 16h00 cần phải làm điều gì khác đột biến hơn nữa trước đối thủ vô cùng mạnh mẽ là SGD. Và 1 lần nữa, cuộc đại chiến giữa FFQ và GAM giành lấy vị trí Top 4 là vô cùng quan trọng cho cả 2 đội tuyển. #ClearMen #VCS #Unbeatable",229,229,,,,,,1 bình luậ,3180042208674400,/story.php?story_fbid=3180042208674400&id=837317842946860
Vietnam Championship Series - LMHT,,2019-03-07 23:25:59,"Với sự xuất sắc của Bigkoro ở ván đấu thứ nhất và Meliodas ở ván đấu thứ hai, EVS đã không thể nào đánh đổ chuỗi bất bại của PVB. Bên cạnh đó FTV cũng chỉ làm khó được Á Quân VCS 2018 ở ván đấu đầu tiên. #ClearMen #VCS #Unbeatable",151,144,4,1,,1,1,5 bình luậ,3178582868820334,/story.php?story_fbid=3178582868820334&id=837317842946860
Vietnam Championship Series - LMHT,,2019-03-07 16:00:03,"Với việc bổ sung Noway ở vị trí xạ thủ, EVS có thể chấm dứt mạch bất bại của PVB? Và ở giai đoạn lượt về liệu rằng CES có trở lại cuộc đua Top 4? 😎 Đón xem 2 cặp trận đấu FTV vs CES vào lúc 16h00 và PVB vs EVS 19h00. ⚔️ Link theo dõi: https://youtu.be/M2tOIjsAzoE #ClearMen #VCS #Unbeatable",144,141,1,2,,,,3 bình luậ,3177851318893489,/story.php?story_fbid=3177851318893489&id=837317842946860
Vietnam Championship Series - LMHT,,2019-03-07 12:16:50,"Idol Huu Trung với màn bắn rap cực mạnh: ""Đây là #VCS"". Hãy đón xem lượt về khốc liệt vào lúc 16 giờ chiều từ thứ 5, 6, 7, Chủ nhật hàng tuần nhé các bạn! #ClearMan #Unbeatable","3,7K","3,3K",275,125,17,2,1,108 bình luậ,3177574072254547,/story.php?story_fbid=3177574072254547&id=837317842946860
Vietnam Championship Series - LMHT,,2019-03-06 22:36:24,Noway sẽ mang về cú NO-PEN giúp EVS hạ gục PVB hay vẫn sẽ là NO-HOPE cho những ai đối mặt với màu áo đỏ bất khả chiến bại của HLV Ren cùng các học trò? #ClearMen #unbeatable #VCS,400,358,29,12,1,,,25 bình luậ,962473953958045,/story.php?story_fbid=962473953958045&id=837317842946860
Vietnam Championship Series - LMHT,,2019-03-06 16:35:24,,296,284,5,6,1,,,16 bình luậ,3175703452441609,/vcslmht/photos/a.837321029613208/3175703452441609
Vietnam Championship Series - LMHT,,2019-03-04 15:55:02,"Thông báo kết quả trúng thưởng Tuần 5 chương trình “Dự đoán VCS 2019 cùng ClearMen” Đến hẹn lại lên, hôm nay AD xin thông báo 10 bạn trúng thưởng chương trình dự đoán kết quả tuần vừa rồi nhé. 🏆 10 bộ giải thưởng bao gồm: 1 bộ tặng phẩm từ ClearMen + 5 Rương Tuyệt Phẩm & Chìa Khóa 👥 Danh sách ở ảnh bên dưới nha! Các bạn trúng thưởng vui lòng nhắn tin cho chúng tôi tại Page VCS này luôn nhé, phần thưởng sẽ được trao trong thời gian sớm nhất. ⚡️Bên cạnh đó tuần dự đoán tiếp theo (Tuần 6) đang diễn ra tại: http://bit.ly/dudoanVCS. Sau khi dự đoán tất cả trận đấu của tuần nào thì nhớ KHÓA DỰ ĐOÁN và CHIA SẺ để được tính điểm nhé 🔥🔥Chú ý: Khi chia sẻ kết quả dự đoán trên Facebook ở chế độ Công khai với đủ 3 hashtag #VCS #ClearMen #Unbeatable bạn sẽ có cơ hội nhận được phần thưởng từ Ban Tổ Chức (mặc định cơ chế share là chỉ có hashtag #ClearMen nên anh em chú ý thêm 2 hashtag còn lại vào nha). Nhắc lại lần nữa: Các bạn trúng giải vui lòng liên hệ thông tin tại Page VCS này! Nha nha!",113,109,3,1,,,,8 bình luậ,3171515549527066,/story.php?story_fbid=3171515549527066&id=837317842946860
Vietnam Championship Series - LMHT,,2019-03-03 23:52:54,"Với sự trở lại của Noway, không quá khó để EVS đánh bại FFQ với tỷ số 2-0. Bên cạnh đó, mạch bất bại của đội tuyển PVB vẫn tiếp tục cùng chiến thắng 2-0 trước CES. #VCS #ClearMen #Unbeatable",165,161,2,2,,,,5 bình luậ,3170074389671182,/story.php?story_fbid=3170074389671182&id=837317842946860
Vietnam Championship Series - LMHT,,2019-03-03 15:16:22,"Cặp đại chiến cân não giữa FFQ và EVS tranh giành vị trí Top 3. Và với sự trở lại của Noway, liệu EVS có vươn lên đỉnh cao 1 lần nữa. Và đừng quên PVB sẽ đối đầu CES vào lúc 19h00 nhé. #ClearMen #VCS #Unbeatable",248,242,,6,,,,13 bình luậ,3169226416422646,/story.php?story_fbid=3169226416422646&id=837317842946860
Vietnam Championship Series - LMHT,,2019-03-02 22:00:59,Hai cặp trận thi đấu với rất nhiều kịch tính đã kết thúc và 1 lần nữa xin chúc mừng FTV và SGD đã có chiến thắng trước CR và GAM với cùng tỷ số 2-1. #VCS #ClearMen #Unbeatable,215,205,3,7,,,,18 bình luậ,3167691506576137,/story.php?story_fbid=3167691506576137&id=837317842946860
Vietnam Championship Series - LMHT,,2019-03-02 15:57:07,"Tâm điểm của 2 cặp trận đấu ngày hôm nay, liệu SGD SunSieu trở lại có giúp SGD trả được mối thù lượt đi hay sự bổ sung Archie ở đường dưới sẽ giúp GAM trở lại như ngày nào. Nhưng trước hết, đó là cuộc đối đầu giữa CR và FTV vào lúc 16h00 nhé. #VCS #ClearMen #Unbeatable",367,355,9,2,,1,,10 bình luậ,3167103903301564,/story.php?story_fbid=3167103903301564&id=837317842946860
Vietnam Championship Series - LMHT,,2019-03-01 11:44:33,Thầy Sergh liệu có tiếp tục đem lại may mắn cho Cerberus Esports LOL? #VCS #ClearMen #unbeatable,1K,1K,4,9,,,,24 bình luậ,3164610976884190,/story.php?story_fbid=3164610976884190&id=837317842946860
Vietnam Championship Series - LMHT,,2019-02-25 15:26:20,Phong Vũ Buffalo Esports vẫn vượt trội hoàn toàn so với phần còn lại... #VCS #ClearMen #unbeatable,598,584,4,8,2,,,10 bình luậ,3155989187746369,/story.php?story_fbid=3155989187746369&id=837317842946860
Vietnam Championship Series - LMHT,,2019-02-25 15:19:13,  ,303,295,2,6,,,,9 bình luậ,3155979934413961,/vcslmht/photos/a.837321029613208/3155979934413961
Vietnam Championship Series - LMHT,,2019-02-25 15:17:46,"Thông báo kết quả trúng thưởng Tuần 4 chương trình “Dự đoán VCS 2019 cùng ClearMen”  Các bạn khán giả thân mến! Chân thành cảm ơn các bạn khán giả đã đồng hành và tham gia chương trình dự đoán VCS 2019 cùng ClearMen, Ban Tổ Chức VCS xin chúc mừng 10 bạn may mắn đã dự đoán đúng và nhanh nhất kết quả thi đấu VCS Tuần 4, phần thưởng của các bạn là: 🏆 10 bộ giải thưởng bao gồm: 1 bộ tặng phẩm từ ClearMen + 5 Rương Tuyệt Phẩm & Chìa Khóa 👥 Danh sách ở ảnh bên dưới  Các bạn trúng thưởng vui lòng nhắn tin cho chúng tôi tại Page VCS này luôn nhé, phần thưởng sẽ được trao trong thời gian sớm nhất. ⚡️Bên cạnh đó tuần dự đoán tiếp theo (Tuần 5) đang diễn ra tại: http://bit.ly/dudoanVCS.  Sau khi dự đoán tất cả trận đấu của tuần nào thì nhớ KHÓA DỰ ĐOÁN và CHIA SẺ để được tính điểm nhé 🔥🔥Chú ý: Khi chia sẻ kết quả dự đoán trên Facebook ở chế độ Công khai với đủ 3 hashtag #VCS #ClearMen #Unbeatable bạn sẽ có cơ hội nhận được phần thưởng từ Ban Tổ Chức (mặc định cơ chế share là chỉ có hashtag #ClearMen nên anh em chú ý thêm 2 hashtag còn lại vào nha). Trân trọng cám ơn!",26,26,,,,,,8 bình luậ,3155978417747446,/story.php?story_fbid=3155978417747446&id=837317842946860
Vietnam Championship Series - LMHT,,2019-02-24 15:44:06,Anh em đừng bỏ lỡ trận đại chiến giữa SGD vs FFQ sắp tới đây vào lúc 16h00 nhé.  SGD Optimus ⚔️ EVS Stark SGD Slayer ⚔️ EVS Slay #ClearMen #VCS #Unbeatable,185,179,2,2,1,,1,13 bình luậ,3153708924641062,/story.php?story_fbid=3153708924641062&id=837317842946860
Vietnam Championship Series - LMHT,,2019-02-23 22:02:01,HLV Sergh ra quân cấm chọn và đã giúp CES có được chiến thắng 2-1 trước FFQ. Bên cạnh đó PVB vẫn giữ được mạch bất bại trước FTV. #ClearMen #VCS #Unbeatable,174,166,5,3,,,,3 bình luậ,3151967474815207,/story.php?story_fbid=3151967474815207&id=837317842946860
Vietnam Championship Series - LMHT,,2019-02-23 16:09:24,Liệu CES sẽ trở lại với khâu cấm chọn bởi HLV Sergh hay FFQ sẽ lại tiếp tục thăng hoa. ⚡️Theo dõi trực tiếp: https://youtu.be/_4EaFUoSe-A #ClearMen #VCS #Unbeatable,132,130,,1,,1,,Bình luậ,3151368328208455,/story.php?story_fbid=3151368328208455&id=837317842946860
Vietnam Championship Series - LMHT,,2019-02-19 10:44:21,Dự đoán kết quả VCS Xuân 2019 - Rinh xe máy Exciter trị giá 50 triệu đồng! Tham gia ngay tại ➡ http://bit.ly/dudoanVCS Sau khi dự đoán tất cả trận đấu của tuần nào thì nhớ KHÓA DỰ ĐOÁN và CHIA SẺ để được tính điểm nhé 💻 Chú ý: Khi chia sẻ kết quả dự đoán trên Facebook ở chế độ Công khai với đủ 3 hashtag #VCS #ClearMen #Unbeatable bạn sẽ có cơ hội nhận được phần thưởng từ Ban Tổ Chức (mặc định cơ chế share là chỉ có hashtag #ClearMen nên anh em chú ý thêm 2 hashtag còn lại vào nha). ⚔ PHẦN THƯỞNG CUỐI MÙA: 💎 01 Giải Nhất - Xe máy Exciter 150 GP phiên bản mới 💎 03 Giải Nhì - Bàn phím Logitech G512 Linear Black 💎 03 Giải Ba - Chuột Logitech G502 Hero 💎 100 Giải Khuyến Khích - Giftcode trang phục hiếm từ nhà phát hành Liên Minh Huyền Thoại ⚔ PHẦN THƯỞNG HÀNG TUẦN: 💎 10 bộ giải thưởng bao gồm: 1 bộ tặng phẩm từ ClearMen + 5 Rương Tuyệt Phẩm & Chìa Khóa,331,309,13,7,2,,,52 bình luậ,3141761282502493,/story.php?story_fbid=3141761282502493&id=837317842946860
Vietnam Championship Series - LMHT,,2019-02-18 14:08:27,Sự thống trị tuyệt đối của Phong Vũ Buffalo Esports!!! #VCS #ClearMen #unbeatable,"1,1K",1K,25,6,2,,,19 bình luậ,3139802949364993,/story.php?story_fbid=3139802949364993&id=837317842946860
Vietnam Championship Series - LMHT,,2019-02-17 23:56:19,Chiến thắng FTV giúp GAM thoát khỏi vị trí đội sổ còn PVB chính thức vô địch lượt đi. #VCS #ClearMen #Unbeatable,174,164,3,5,1,1,,1 bình luậ,3138457766166178,/story.php?story_fbid=3138457766166178&id=837317842946860
Vietnam Championship Series - LMHT,,2019-02-17 15:11:14,FFQ vs PVB sẽ là tâm điểm của ngày hôm nay!!! #VCS #ClearMen #unbeatable,905,882,10,12,1,,,13 bình luậ,3137576282920993,/story.php?story_fbid=3137576282920993&id=837317842946860
Vietnam Championship Series - LMHT,,2019-02-15 22:17:32,Kết quả ngày thi đấu thứ hai tuần 3 #VCS Xuân 2019 #ClearMen,199,193,4,1,1,,,9 bình luậ,3133369393341682,/story.php?story_fbid=3133369393341682&id=837317842946860
Vietnam Championship Series - LMHT,,2019-02-15 11:30:44,EVS liệu có đánh bại được GAM hay không? #VCS #unbeatable #ClearMen,890,862,22,4,1,1,,21 bình luậ,3132206916791263,/story.php?story_fbid=3132206916791263&id=837317842946860
Vietnam Championship Series - LMHT,,2019-02-14 22:15:26,Rất tiếc cho FTV khi họ chỉ tạo được bất ngờ với con bài Sylas ở ván 1 trước FFQ trong khi đó SGD đã để thua trắng cả 2 ván với lợi thế dẫn trước và đè bẹp đến từ PVB. Tổng kết: FTV 1-2 FFQ; SGD 0-2 PVB #ClearMen #VCS #Unbeatable,450,409,27,3,2,9,,16 bình luậ,3130693603609261,/story.php?story_fbid=3130693603609261&id=837317842946860
Vietnam Championship Series - LMHT,,2019-02-14 14:38:12,"VCS Mùa Xuân 2019 sẽ chính thức trở lại sau kỳ nghỉ và sức nóng của các cặp đấu đang được đẩy lên đỉnh điểm. 🔥 Cặp FTV vs FFQ: 1 chiến thắng có thể nói rất cần thiết cho cả 2, đặc biệt là FFQ nếu họ muốn lấy lại vị trí Top 2. ⚡️ Cặp PVB vs SGD: Trận đấu tâm điểm của Valentine năm nay, liệu SGD sẽ thành công vượt PVB và vươn lên vị trí Top1 trên bảng BXH. #VCS2019 #ClearMen #unbeatable",419,398,15,4,1,,1,17 bình luậ,3129811723697449,/story.php?story_fbid=3129811723697449&id=837317842946860
Vietnam Championship Series - LMHT,,2019-02-11 19:02:49,,603,523,60,2,3,15,,43 bình luậ,3122980504380571,/vcslmht/photos/a.837321029613208/3122980504380571
Vietnam Championship Series - LMHT,,2019-02-11 17:33:14,"THÔNG BÁO: Trong thời gian qua đã có sự việc tuyển thủ Zeros thuộc đội Phong Vũ Buffalo Esports sử dụng tài khoản của người khác để chơi xếp hạng & stream, và đã được thông báo lại với BTC. Đây là hành động vi phạm quy định của giải đấu Vietnam Championship Series - LMHT nên quyết định của BTC như sau:  ⚔ Cảnh cáo tuyển thủ Phạm ""Zeros"" Minh Lộc ⚔ Đội PVB sẽ mất một lượt CẤM trong tất cả các ván đấu thuộc vòng 5 VCS mùa Xuân 2019. Đội tuyển PVB sau khi trao đổi đã đồng ý với quyết định kể trên. #VCS #ClearMen #unbeatable","3,7K",3K,428,35,38,177,12,460 bình luậ,3122842004394421,/story.php?story_fbid=3122842004394421&id=837317842946860
Vietnam Championship Series - LMHT,,2019-01-27 21:30:55,CR đã có những tiến bộ vượt bậc tuy nhiên họ chỉ làm khó được đương kim vô địch PVB ở ván đầu.  EVS từng bước trở lại vị trí Top 4 sau chiến thắng áp đảo 2-0 #ClearMen #VCS #unbeatable,94,93,1,,,,,6 bình luậ,3090406527637969,/story.php?story_fbid=3090406527637969&id=837317842946860
Vietnam Championship Series - LMHT,,2019-01-27 12:06:03,PVB liệu có gặp khó khăn gì trước CR không? #VCS #ClearMen #Unbeatable,218,210,5,3,,,,2 bình luậ,3089580734387215,/story.php?story_fbid=3089580734387215&id=837317842946860
Vietnam Championship Series - LMHT,,2019-01-26 21:01:06,"SGD đã thành công kết thúc chuỗi bất bại của FFQ trong khi đó GAM còn quá nhiều lỗ hổng cần phải sửa, đặc biệt là khâu cấm chọn. #ClearMen #VCS #unbeatable",193,181,5,5,,2,,7 bình luậ,3088127607865861,/story.php?story_fbid=3088127607865861&id=837317842946860
Vietnam Championship Series - LMHT,,2019-01-26 16:03:31,Ngày thi đấu tuyệt vời với 2 cặp trận đấu cực kỳ căng não giữa GAM vs CES | SGD vs FFQ. Liệu CES sẽ thoát khỏi vũng lầy hay FFQ sẽ tiếp tục chuỗi bất bại của mình với 1chiến thắng trước SGD. #ClearMen #VCS #Unbeatable,139,136,1,1,1,,,2 bình luậ,3087671611244794,/story.php?story_fbid=3087671611244794&id=837317842946860
Vietnam Championship Series - LMHT,,2019-01-25 21:52:50,"Không có người đi rừng đích thực, CR đang lâm vào khủng hoảng thực sự... #VCS #ClearMen #unbeatable",110,110,,,,,,5 bình luậ,3085905068088115,/story.php?story_fbid=3085905068088115&id=837317842946860
Vietnam Championship Series - LMHT,,2019-01-25 21:43:14,"Một pha di chuyển với IQ vô cực, EVOS đã chiến thắng CES. Trong khi đó CR mặc dù rất cố gắng nhưng không thể làm khó được FFQ. #ClearMen #unbeatable #VCS",94,91,1,1,,1,,1 bình luậ,3085888868089735,/story.php?story_fbid=3085888868089735&id=837317842946860
Vietnam Championship Series - LMHT,,2019-01-25 16:05:28,Chiến thắng đầu tiên là rất cần thiết cho cả 2 đội EVS và CR nếu họ muốn tiến xa hơn tại giải đấu. Biết là rất khó nhưng hãy cứ cố gắng hết sức. #ClearMen #Unbeatable #VCS,146,141,2,2,,,1,2 bình luậ,3085365848142037,/story.php?story_fbid=3085365848142037&id=837317842946860
Vietnam Championship Series - LMHT,,2019-01-24 23:11:31,,70,68,,2,,,,Bình luậ,3083925644952724,/vcslmht/photos/a.837321029613208/3083925644952724
Vietnam Championship Series - LMHT,,2019-01-24 15:05:40,Hai cặp trận đấu với quá nhiều duyên nợ cần phải giải quyết! #VCS #ClearMen #Unbeatable,231,224,2,4,1,,,2 bình luậ,3083144575030831,/story.php?story_fbid=3083144575030831&id=837317842946860
Vietnam Championship Series - LMHT,,2019-01-20 17:18:22,"Vì lỗi về đường truyền mạng không thể khắc phục trong thời gian dự kiến nên cặp đấu SGD vs CR sẽ được hoãn lại, lịch cụ thể sẽ được thông báo sau. Bộ phận kĩ thuật của GG Stadium đang cố gắng xử lí lỗi để kịp cho trận EVS vs PVB diễn ra lúc 19h. Rất mong các bạn thông cảm! #ClearMen #VCS",247,227,9,3,1,1,6,13 bình luậ,3074762082535747,/story.php?story_fbid=3074762082535747&id=837317842946860
