source,shared_from,date,text,reactions,likes,ahah,love,wow,sigh,grrr,comments,post_id,url
Refund Gaming,,2019-06-08 22:40:23,Ngày mai 9/6 Refund Gaming sẽ thi đấu trong vòng chung kết của PVS 2019. Giải đấu sẽ được livestream trên youtube 500Bros : https://www.youtube.com/channel/UCV8kt78WE75bTODWczISLBg Cũng sẽ được recast trên kênh youtube của Chip Gaming : https://www.youtube.com/channel/UClfhVOBikH851pF-x4rMa0w Anh em hãy cùng cổ vũ và ủng hộ Refund Gaming nhé,"Lâm Đình Khoa và 2,8K người khác","2,4K",72,330,5,1,,160 bình luậ,683384422121906,/story.php?story_fbid=683384422121906&id=577239352736414
Refund Gaming,,2019-05-31 17:15:50,Chào các bạn ! Chúng mình là Refund Gaming ! #RefundGaming,5K,4K,483,419,12,6,,180 bình luậ,678119969315018,/story.php?story_fbid=678119969315018&id=577239352736414
Refund Gaming,,2019-05-30 06:09:02,"Đồng hành cùng Refund Gaming trong giải đầu PUBG Vietnam Series (PVS) thuộc khuôn khổ Phase 2 Esports 2019. Refund Gaming sẽ thi đầu trong Vòng chung kết: 18h00 - 22h00 ngày 09, 10, 11, 12, 13, 14 tháng 06 năm 2019 Hãy cùng cổ vũ cho Refund Gaming các bạn nhé. Thân.","Trung Kiên Nguyễn và 3,9K người khác","3,4K",110,407,8,2,,198 bình luậ,677235619403453,/story.php?story_fbid=677235619403453&id=577239352736414
Refund Gaming,,2019-01-21 13:41:37,Hôm nay là ngày tròn 1 năm Refund Gaming được thành lập.  1 năm quá nhiều thành công đối với Refund Gaming.  Hi vọng 1 năm mới 2019 sẽ mang lại cho Refund Gaming nhiều điều mới mẻ nữa. Refund Gaming xin gửi lời cảm ơn sâu sắc đến tất cả các bạn đã và đang yêu quí.,"Trung Kiên Nguyễn và 2,5K người khác","2,2K",73,268,3,1,,45 bình luậ,605101159950233,/story.php?story_fbid=605101159950233&id=577239352736414
Refund Gaming,,2019-01-02 23:45:01,Sau khi may mắn team đã có trong top 4 đội được lọt vào vòng Lan Final Predator thì bọn mình xin phép được thông báo lịch cụ thể của ngày 3.4.5/1/2019. Vì thứ hạng của team ở bảng Master DVL nên Team sẽ thi đấu trong ngày mùng 4. Nếu trong ngày mùng 4 team có thứ hạng cao sẽ tiếp tục thi đầu vào ngày cuối cùng là ngày mùng 5/1/2019. Chi tiết bên dưới ảnh. Một lần nữa toàn thể anh em trong Team gửi lời cảm ơn đến tất cả mọi người đã luôn luôn tin tưởng và ủng hộ Team. Cảm ơn.,614,564,4,46,,,,13 bình luậ,594532471007102,/story.php?story_fbid=594532471007102&id=577239352736414
Refund Gaming,,2019-01-02 22:01:08,"Sau những round đấu căng thẳng, có những phút tưởng chừng như sẽ phải bỏ go pro về nhà bán bưởi, nhưng cuối cùng DjChip và đồng đội đã dành cho mình vị TOP 2 chung cuộc và giành vé vào vòng lan final diễn ra tại Hà Nội vào ngày 20/1/2019 tại Vikings ! Cảm ơn các bạn đã ủng hộ và đồng hành cùng RefundGaming trong suốt thời gian vừa qua !","1,1K",937,37,142,2,1,,40 bình luậ,594487114344971,/story.php?story_fbid=594487114344971&id=577239352736414
"Refund Gaming,Divine TV",Divine TV,2018-12-31 10:30:04,"Lịch của team tuần này nhé anh em.  Ngày 2/1/2019 bắn vòng 2 giải predator Ngày 3-4-5/1/2019 bắn đấu trường danh vọng của divine. Chúc anh em sang năm mới nhiều thành công và vẫn mong anh em sẽ tiếp tục ủng hộ team.  Cảm ơn anh em.🔥 Showmatch | Vietnam Divine League | Đấu trường danh vọng 🔥 🏅 Tuần thi đấu với 32 đội tuyển mạnh nhất Vietnam Divine League 🎫 Trên cả 3 nền map: Miramar | Erangel | Sanhok 🏆 Tổng giải thưởng tiền mặt lên tới: 2000$ ❗️ Khởi tranh từ ngày 03 đến 05 tháng 1 năm 2019 *Lưu ý: Kết quả của showmatch sẽ không được tính vào các hạng thi đấu chính thức của Vietnam Divine League và trong tuần thi đấu showmatch các đội đang thi đấu ở Rookie sẽ tạm nghỉ.  ** Hệ thống giải đấu sẽ quay lại hoạt động bình thường từ ngày 07 tháng 1 ------------------------------------------------ 🔴 Trực tiếp trên các kênh sóng Youtube và Nonolive của Divine TV Day 1 (Thứ 5, ngày 03, tháng 1): bắt đầu từ 13h30 Day 2 (Thứ 6, ngày 04, tháng 1): bắt đầu từ 13h30 Day 3 (Thứ 7, ngày 05, tháng 1): bắt đầu từ 13h30 ------------------------------------------------ ▶︎ Xem chi tiết tại: https://divinerank.vn ------------------------------------------------ ▶︎ Kênh tin tức giải đấu: https://divinetv.vn #Firstblood #DivineShop #HAcomputer #netdi #LogitechG #DivineTV #VietnamDivine #VDLeague",399,355,6,35,2,1,,20 bình luậ,592851717841844,/story.php?story_fbid=592851717841844&id=577239352736414
Refund Gaming,,2018-12-10 19:28:00,"Bảng điểm sau ngày train thứ nhất tại Divine Go Pro. Tuy đã có được một #1 trong round thứ 2, nhưng Refund đã xảy chân ở những round đấu cuối và chỉ mang về cho mình 19 điểm xếp hạng #6. Ngày mai là ngày train thứ 2. Cả team đều cố gắng có thêm nhiều điểm hơn để giữ vững trong Top4. Hẹn mọi người vào ngày mai và ủng hộ team trong thời gian sắp tới.  Cảm ơn anh em.",355,323,1,29,2,,,17 bình luậ,580427305750952,/story.php?story_fbid=580427305750952&id=577239352736414
Refund Gaming,,2018-12-06 21:22:52,"Bảng điểm sau 2 ngày train tại Divinerank hạng C ( Rookie 3 ) của Refund Gaming. Tuy ngày thi đấu thứ 2 của team có phần không được tốt, tuy nhiên vẫn giữ cho mình được #1. Hãy cùng cổ vũ cho team vào tuần sau khi sẽ thăng hạng B - Go Pro của Divinerank. Cảm ơn anh em.",457,405,7,39,5,1,,20 bình luậ,577974309329585,/story.php?story_fbid=577974309329585&id=577239352736414
Refund Gaming,,2018-12-05 15:58:09,,218,196,3,19,,,,7 bình luậ,577242086069474,/story.php?story_fbid=577242086069474&id=577239352736414
Refund Gaming,,2018-12-05 15:55:45,,264,221,6,37,,,,8 bình luậ,577240386069644,/577239352736414/photos/a.577239396069743/577240386069644
Refund Gaming,,2018-12-05 15:55:14,,247,208,6,33,,,,12 bình luậ,577240119403004,/577239352736414/photos/a.577240149403001/577240119403004
Refund Gaming,,2018-12-05 15:54:53,,132,113,4,14,1,,,7 bình luậ,577239912736358,/577239352736414/photos/a.577239396069743/577239912736358
"Refund Gaming,Divine TV",Divine TV,2018-12-31 10:30:04,"Lịch của team tuần này nhé anh em.  Ngày 2/1/2019 bắn vòng 2 giải predator Ngày 3-4-5/1/2019 bắn đấu trường danh vọng của divine. Chúc anh em sang năm mới nhiều thành công và vẫn mong anh em sẽ tiếp tục ủng hộ team.  Cảm ơn anh em.🔥 Showmatch | Vietnam Divine League | Đấu trường danh vọng 🔥 🏅 Tuần thi đấu với 32 đội tuyển mạnh nhất Vietnam Divine League 🎫 Trên cả 3 nền map: Miramar | Erangel | Sanhok 🏆 Tổng giải thưởng tiền mặt lên tới: 2000$ ❗️ Khởi tranh từ ngày 03 đến 05 tháng 1 năm 2019 *Lưu ý: Kết quả của showmatch sẽ không được tính vào các hạng thi đấu chính thức của Vietnam Divine League và trong tuần thi đấu showmatch các đội đang thi đấu ở Rookie sẽ tạm nghỉ.  ** Hệ thống giải đấu sẽ quay lại hoạt động bình thường từ ngày 07 tháng 1 ------------------------------------------------ 🔴 Trực tiếp trên các kênh sóng Youtube và Nonolive của Divine TV Day 1 (Thứ 5, ngày 03, tháng 1): bắt đầu từ 13h30 Day 2 (Thứ 6, ngày 04, tháng 1): bắt đầu từ 13h30 Day 3 (Thứ 7, ngày 05, tháng 1): bắt đầu từ 13h30 ------------------------------------------------ ▶︎ Xem chi tiết tại: https://divinerank.vn ------------------------------------------------ ▶︎ Kênh tin tức giải đấu: https://divinetv.vn #Firstblood #DivineShop #HAcomputer #netdi #LogitechG #DivineTV #VietnamDivine #VDLeague",399,355,6,35,2,1,,20 bình luậ,592851717841844,/story.php?story_fbid=592851717841844&id=577239352736414
Refund Gaming,,2018-12-10 19:28:00,"Bảng điểm sau ngày train thứ nhất tại Divine Go Pro. Tuy đã có được một #1 trong round thứ 2, nhưng Refund đã xảy chân ở những round đấu cuối và chỉ mang về cho mình 19 điểm xếp hạng #6. Ngày mai là ngày train thứ 2. Cả team đều cố gắng có thêm nhiều điểm hơn để giữ vững trong Top4. Hẹn mọi người vào ngày mai và ủng hộ team trong thời gian sắp tới.  Cảm ơn anh em.",355,323,1,29,2,,,17 bình luậ,580427305750952,/story.php?story_fbid=580427305750952&id=577239352736414
Refund Gaming,,2018-12-06 21:22:52,"Bảng điểm sau 2 ngày train tại Divinerank hạng C ( Rookie 3 ) của Refund Gaming. Tuy ngày thi đấu thứ 2 của team có phần không được tốt, tuy nhiên vẫn giữ cho mình được #1. Hãy cùng cổ vũ cho team vào tuần sau khi sẽ thăng hạng B - Go Pro của Divinerank. Cảm ơn anh em.",457,405,7,39,5,1,,20 bình luậ,577974309329585,/story.php?story_fbid=577974309329585&id=577239352736414
Refund Gaming,,2018-12-05 15:58:09,,218,196,3,19,,,,7 bình luậ,577242086069474,/story.php?story_fbid=577242086069474&id=577239352736414
Refund Gaming,,2018-12-05 15:55:45,,264,221,6,37,,,,8 bình luậ,577240386069644,/577239352736414/photos/a.577239396069743/577240386069644
Refund Gaming,,2018-12-05 15:55:14,,247,208,6,33,,,,12 bình luậ,577240119403004,/577239352736414/photos/a.577240149403001/577240119403004
Refund Gaming,,2018-12-05 15:54:53,,132,113,4,14,1,,,7 bình luậ,577239912736358,/577239352736414/photos/a.577239396069743/577239912736358
Refund Gaming,,2019-07-16 01:05:32,Đội hình Refund Omega #RefundGaming #PUBG #RFO,"Trung Kiên Nguyễn và 8,2K người khác","6,8K",579,743,66,6,1,386 bình luậ,706872569773091,/story.php?story_fbid=706872569773091&id=577239352736414
Refund Gaming,,2019-07-01 00:47:04,"Chiến thắng không phải là tất cả !!! Về thôi anh em ạ. Cảm ơn anh em đã luôn luôn sát cánh, ủng hộ, động viên bọn mình.  Cúi đầu ... #RefundGaming","Trung Kiên Nguyễn và 7,9K người khác","5,9K",65,"1,6K",6,255,1,517 bình luậ,698210150639333,/story.php?story_fbid=698210150639333&id=577239352736414
Refund Gaming,,2019-06-29 13:14:02,RefundGaming Number 1,"6,6K","5,2K",464,937,14,6,,366 bình luậ,697301667396848,/story.php?story_fbid=697301667396848&id=577239352736414
Refund Gaming,,2019-06-28 14:10:11,Mọi thứ đã xong Ngày mai bắt đầu nhé,Lâm Đình Khoa và 10K người khác,"8,2K",541,"1,4K",22,6,1,494 bình luậ,696723894121292,/story.php?story_fbid=696723894121292&id=577239352736414
Refund Gaming,,2019-06-27 08:48:27,Chúng tôi sẽ mang chiến thắng về. Cùng đồng hành và cổ vũ cho Refund Gaming trong 2 ngày sắp tới nhé các bạn. Thank all. #RefundGaming #Pubgseass2,Trung Kiên Nguyễn và 11K người khác,"9,1K",407,"1,9K",12,3,,682 bình luậ,695871707539844,/story.php?story_fbid=695871707539844&id=577239352736414
Refund Gaming,,2019-06-17 00:23:08,Bữa tối của nhà vô địch #RefundGaming,7K,"5,8K",714,468,41,5,1,192 bình luậ,688814828245532,/story.php?story_fbid=688814828245532&id=577239352736414
Refund Gaming,,2019-06-14 22:15:42,"Cuối cùng sau 8 ngày đồng hành cùng PUBG Vietnam Series, RefundGaming đã xuất sắc dành được vị trí TOP 1 trên bảng xếp hàng và đặc biệt Nhism cũng đã có được thành công sau khi train 21 tiếng 1 ngày để dành được MVP của giải đấu ! Cảm ơn các bạn đã đồng hành cùng RefundGaming trong thời gian qua ! Hãy đón chờ mọi thứ ở giải Thái sắp tới nhé !","Trung Kiên Nguyễn và 6,4K người khác","4,9K",353,1K,9,1,,293 bình luậ,687413251719023,/story.php?story_fbid=687413251719023&id=577239352736414
Refund Gaming,,2019-06-14 21:14:41,Round 23 của giải đấu. Refund Gaming đã có một #1 quan trọng trong cuộc đua nước rút ngày thi đấu cuối cùng. Chúng ta chỉ còn 1 round đấu cuối cùng nữa thôi.  Hãy cùng cổ vũ cho Refund Gaming.,"3,2K","2,6K",100,483,4,,,133 bình luậ,687377188389296,/story.php?story_fbid=687377188389296&id=577239352736414
Refund Gaming,,2019-06-12 14:05:05,"Hôm nay là ngày thi đấu thứ 4 trong giải PVS rồi mọi người ạ ! Ngày thi đấu hqua RF đang giữ được một phong độ thi đấu khá tốt, hi vọng ngày hnay RF lại giữ được phong độ cũng như sự bình tĩnh để có được kết quả tốt hơn ! Các bạn hãy nhớ đón xem và cổ vũ RefundGaming vào lúc 18h ngày hôm nay nhé ! #RefundGaming","6,3K","4,6K","1,1K",467,9,9,,261 bình luậ,685776231882725,/story.php?story_fbid=685776231882725&id=577239352736414
Refund Gaming,,2019-06-12 00:49:35,Train 21 tiếng 1 ngày chỉ có 3 tiếng để ngủ. Mà giấc ngủ của các thành viên cũng chưa đc tròn 😞  Tranh thủ rảnh lúc nào là ngủ lúc đấy 😞 Chỉ còn 3 ngày thi đấu nữa thôi ! Các bạn hãy ủng hộ cho team mình nhé ! #RefundGaming,"Trung Kiên Nguyễn và 6,3K người khác","4,9K",731,629,7,53,,225 bình luậ,685420155251666,/story.php?story_fbid=685420155251666&id=577239352736414
Refund Gaming,,2019-06-12 00:06:32,"Như vậy là sau ngày thi đấu thứ 3 của giải. Refund Gaming đã tạm thời đứng ở vị trí #1 trên bảng xếp hạng.  Refund Gaming đã đi được một nửa quãng đường. Chúng ta còn 3 ngày phía trước, hãy cổ vũ và động viên tất cả anh em trong team để có tinh thần thi đấu tốt nhất nhé.  Cảm ơn anh em. #RefundGaming #PVS2019 #PUBG","Trung Kiên Nguyễn và 3,7K người khác","3,1K",112,546,9,1,,174 bình luậ,685398745253807,/story.php?story_fbid=685398745253807&id=577239352736414
Refund Gaming,,2019-06-08 22:40:23,Ngày mai 9/6 Refund Gaming sẽ thi đấu trong vòng chung kết của PVS 2019. Giải đấu sẽ được livestream trên youtube 500Bros : https://www.youtube.com/channel/UCV8kt78WE75bTODWczISLBg Cũng sẽ được recast trên kênh youtube của Chip Gaming : https://www.youtube.com/channel/UClfhVOBikH851pF-x4rMa0w Anh em hãy cùng cổ vũ và ủng hộ Refund Gaming nhé,"Lâm Đình Khoa và 2,8K người khác","2,4K",72,330,5,1,,160 bình luậ,683384422121906,/story.php?story_fbid=683384422121906&id=577239352736414
Refund Gaming,,2019-05-31 17:15:50,Chào các bạn ! Chúng mình là Refund Gaming ! #RefundGaming,5K,4K,483,419,12,6,,180 bình luậ,678119969315018,/story.php?story_fbid=678119969315018&id=577239352736414
Refund Gaming,,2019-05-30 06:09:02,"Đồng hành cùng Refund Gaming trong giải đầu PUBG Vietnam Series (PVS) thuộc khuôn khổ Phase 2 Esports 2019. Refund Gaming sẽ thi đầu trong Vòng chung kết: 18h00 - 22h00 ngày 09, 10, 11, 12, 13, 14 tháng 06 năm 2019 Hãy cùng cổ vũ cho Refund Gaming các bạn nhé. Thân.","Trung Kiên Nguyễn và 3,9K người khác","3,4K",110,407,8,2,,198 bình luậ,677235619403453,/story.php?story_fbid=677235619403453&id=577239352736414
Refund Gaming,,2019-01-21 13:41:37,Hôm nay là ngày tròn 1 năm Refund Gaming được thành lập.  1 năm quá nhiều thành công đối với Refund Gaming.  Hi vọng 1 năm mới 2019 sẽ mang lại cho Refund Gaming nhiều điều mới mẻ nữa. Refund Gaming xin gửi lời cảm ơn sâu sắc đến tất cả các bạn đã và đang yêu quí.,"Trung Kiên Nguyễn và 2,5K người khác","2,2K",73,268,3,1,,45 bình luậ,605101159950233,/story.php?story_fbid=605101159950233&id=577239352736414
Refund Gaming,,2019-01-02 23:45:01,Sau khi may mắn team đã có trong top 4 đội được lọt vào vòng Lan Final Predator thì bọn mình xin phép được thông báo lịch cụ thể của ngày 3.4.5/1/2019. Vì thứ hạng của team ở bảng Master DVL nên Team sẽ thi đấu trong ngày mùng 4. Nếu trong ngày mùng 4 team có thứ hạng cao sẽ tiếp tục thi đầu vào ngày cuối cùng là ngày mùng 5/1/2019. Chi tiết bên dưới ảnh. Một lần nữa toàn thể anh em trong Team gửi lời cảm ơn đến tất cả mọi người đã luôn luôn tin tưởng và ủng hộ Team. Cảm ơn.,614,564,4,46,,,,13 bình luậ,594532471007102,/story.php?story_fbid=594532471007102&id=577239352736414
Refund Gaming,,2019-01-02 22:01:08,"Sau những round đấu căng thẳng, có những phút tưởng chừng như sẽ phải bỏ go pro về nhà bán bưởi, nhưng cuối cùng DjChip và đồng đội đã dành cho mình vị TOP 2 chung cuộc và giành vé vào vòng lan final diễn ra tại Hà Nội vào ngày 20/1/2019 tại Vikings ! Cảm ơn các bạn đã ủng hộ và đồng hành cùng RefundGaming trong suốt thời gian vừa qua !","1,1K",937,37,142,2,1,,40 bình luậ,594487114344971,/story.php?story_fbid=594487114344971&id=577239352736414
"Refund Gaming,Divine TV",Divine TV,2018-12-31 10:30:04,"Lịch của team tuần này nhé anh em.  Ngày 2/1/2019 bắn vòng 2 giải predator Ngày 3-4-5/1/2019 bắn đấu trường danh vọng của divine. Chúc anh em sang năm mới nhiều thành công và vẫn mong anh em sẽ tiếp tục ủng hộ team.  Cảm ơn anh em.🔥 Showmatch | Vietnam Divine League | Đấu trường danh vọng 🔥 🏅 Tuần thi đấu với 32 đội tuyển mạnh nhất Vietnam Divine League 🎫 Trên cả 3 nền map: Miramar | Erangel | Sanhok 🏆 Tổng giải thưởng tiền mặt lên tới: 2000$ ❗️ Khởi tranh từ ngày 03 đến 05 tháng 1 năm 2019 *Lưu ý: Kết quả của showmatch sẽ không được tính vào các hạng thi đấu chính thức của Vietnam Divine League và trong tuần thi đấu showmatch các đội đang thi đấu ở Rookie sẽ tạm nghỉ.  ** Hệ thống giải đấu sẽ quay lại hoạt động bình thường từ ngày 07 tháng 1 ------------------------------------------------ 🔴 Trực tiếp trên các kênh sóng Youtube và Nonolive của Divine TV Day 1 (Thứ 5, ngày 03, tháng 1): bắt đầu từ 13h30 Day 2 (Thứ 6, ngày 04, tháng 1): bắt đầu từ 13h30 Day 3 (Thứ 7, ngày 05, tháng 1): bắt đầu từ 13h30 ------------------------------------------------ ▶︎ Xem chi tiết tại: https://divinerank.vn ------------------------------------------------ ▶︎ Kênh tin tức giải đấu: https://divinetv.vn #Firstblood #DivineShop #HAcomputer #netdi #LogitechG #DivineTV #VietnamDivine #VDLeague",399,355,6,35,2,1,,20 bình luậ,592851717841844,/story.php?story_fbid=592851717841844&id=577239352736414
Refund Gaming,,2018-12-10 19:28:00,"Bảng điểm sau ngày train thứ nhất tại Divine Go Pro. Tuy đã có được một #1 trong round thứ 2, nhưng Refund đã xảy chân ở những round đấu cuối và chỉ mang về cho mình 19 điểm xếp hạng #6. Ngày mai là ngày train thứ 2. Cả team đều cố gắng có thêm nhiều điểm hơn để giữ vững trong Top4. Hẹn mọi người vào ngày mai và ủng hộ team trong thời gian sắp tới.  Cảm ơn anh em.",355,323,1,29,2,,,17 bình luậ,580427305750952,/story.php?story_fbid=580427305750952&id=577239352736414
Refund Gaming,,2018-12-06 21:22:52,"Bảng điểm sau 2 ngày train tại Divinerank hạng C ( Rookie 3 ) của Refund Gaming. Tuy ngày thi đấu thứ 2 của team có phần không được tốt, tuy nhiên vẫn giữ cho mình được #1. Hãy cùng cổ vũ cho team vào tuần sau khi sẽ thăng hạng B - Go Pro của Divinerank. Cảm ơn anh em.",457,405,7,39,5,1,,20 bình luậ,577974309329585,/story.php?story_fbid=577974309329585&id=577239352736414
Refund Gaming,,2018-12-05 15:58:09,,218,196,3,19,,,,7 bình luậ,577242086069474,/story.php?story_fbid=577242086069474&id=577239352736414
Refund Gaming,,2018-12-05 15:55:45,,264,221,6,37,,,,8 bình luậ,577240386069644,/577239352736414/photos/a.577239396069743/577240386069644
Refund Gaming,,2018-12-05 15:55:14,,247,208,6,33,,,,12 bình luậ,577240119403004,/577239352736414/photos/a.577240149403001/577240119403004
Refund Gaming,,2018-12-05 15:54:53,,132,113,4,14,1,,,7 bình luậ,577239912736358,/577239352736414/photos/a.577239396069743/577239912736358
